"","month","year","monthly_biomass","date","s_acutus","s_americanus","s_tabernaemontani","s_californicus","s_maritimus","t_latifolia","t_domingensis","typha_spp","sac_stab"
"1",7,2011,749.486600788151,2011-07-01,91.9646099171315,70.7079987305814,113.034684206288,7.08853374163411,15.9993428737964,361.640757066278,89.0506742524407,450.691431318719,204.99929412342
"2",9,2011,262.9227774066,2011-09-01,57.3926362355235,39.4026618216651,33.2418021023317,15.3862121368344,0,95.9263420968738,21.5731230133716,117.499465110245,90.6344383378552
"3",11,2011,305.566433822795,2011-11-01,0,33.8119342641714,111.076268367325,28.5873399000756,0,99.1268308706395,22.8904417231279,122.017272593767,111.076268367325
"4",1,2012,115.519532472688,2012-01-01,14.1751928402917,14.8681503649599,20.203833177638,9.50841707208543,0,42.9015951209905,0,42.9015951209905,34.3790260179297
"5",3,2012,72.5057657413225,2012-03-01,15.3384908251131,4.42934444188771,3.70269439603842,7.68416150075388,0,31.5433646647738,9.80770991275559,41.3510745775294,19.0411852211515
"6",5,2012,276.812958651063,2012-05-01,39.453975517443,22.7649832745082,22.4701825828903,27.6564640317053,0,122.885740324235,41.5816129202809,164.467353244516,61.9241581003333
"7",7,2012,639.886152773864,2012-07-01,54.7895034617046,51.0852447330533,96.4925489255276,38.7802803402244,1.02840314683999,222.596465014424,111.125091874703,333.721556889128,151.282052387232
"8",9,2012,415.641679647549,2012-09-01,18.0777137229571,59.363188447139,67.1710916605831,11.3294729676331,0,192.887687572758,66.8125252764789,259.700212849237,85.2488053835402
"9",11,2012,238.245463244453,2012-11-01,16.5436131793334,29.5134365157719,29.6004621899408,10.4147610884138,0,128.564186500302,23.6090037706904,152.173190270993,46.1440753692742
"10",1,2013,102.73546854706,2013-01-01,13.332882931604,4.58800417284472,0.967730513476423,12.461039842222,0,41.7066757288735,0,41.7066757288735,14.3006134450804
"11",3,2013,43.7172277941317,2013-03-01,6.80906402195394,0.362963559364162,0,3.69068092045565,0,15.7235528545225,12.6700248261893,28.3935776807119,6.80906402195394
"12",7,2013,428.547736447151,2013-07-01,76.2387223846127,12.6914773897243,0,22.5794127841104,0,254.166016935312,46.0663133672292,300.232330302541,76.2387223846127
"13",9,2013,314.325396748041,2013-09-01,40.5881930975574,3.945360150711,0,15.8500674084651,0,115.34644337966,95.4526311972109,210.799074576871,40.5881930975574
"14",11,2013,185.633031472545,2013-11-01,31.03095577212,0.367763784859747,0,8.42468491788249,0,112.655215390405,22.0164297189247,134.67164510933,31.03095577212
"15",1,2014,81.9528421380769,2014-01-01,12.791899167021,0,0,9.02202319947777,0,36.5783451509924,0.613778821924134,37.1921239729166,12.791899167021
"16",3,2014,51.2721651361616,2014-03-01,1.75575707564418,0,0,4.58118097492441,0,41.6170936316587,0.0454420622644252,41.6625356939232,1.75575707564418
"17",5,2014,190.376472576743,2014-05-01,28.2988962306762,0,0,32.3121137216666,0,90.6650183032127,35.2929148696526,125.957933172865,28.2988962306762
"18",7,2014,377.145428320426,2014-07-01,71.8272132952483,0,0,0,0,233.880616007355,56.0439080659687,289.924524073324,71.8272132952483
"19",9,2014,233.335456333897,2014-09-01,41.9822842156324,0,0,4.64089524779698,0,137.639187029122,25.2633493991112,162.902536428233,41.9822842156324
"20",11,2014,178.17778875608,2014-11-01,21.4230384922823,0,0,5.95637548249417,0,117.514458060609,12.321823925862,129.836281986471,21.4230384922823
"21",1,2015,49.8770562153507,2015-01-01,3.37445979626113,0,0,10.5223331201355,0,23.9115567064858,0.0982131007841452,24.0097698072699,3.37445979626113
"22",3,2015,100.291956949664,2015-03-01,11.225424044759,0,0,9.44175446312938,0,71.5608767761298,1.92357777076845,73.4844545468982,11.225424044759
"23",5,2015,54.491274993486,2015-05-01,2.32644222255081,0,0,7.81883416235352,0,37.0257616497634,1.26565084843093,38.2914124981944,2.32644222255081
"24",7,2015,339.022082722195,2015-07-01,24.5281781000633,0,0,13.5608833088878,0,243.196721912562,57.7362994006814,300.933021313244,24.5281781000633
"25",9,2015,188.772074671112,2015-09-01,19.7503416720112,0,0,13.4601140816328,0,119.826852311031,13.526287233365,133.353139544396,19.7503416720112
"26",11,2015,245.572417542897,2015-11-01,28.4393669467169,0,0,30.3346194244748,0,174.548702933933,6.66853692997939,181.217239863913,28.4393669467169
"27",1,2016,54.6311099699394,2016-01-01,5.64307311936571,0,0,5.5222756919021,0,31.446916965285,0,31.446916965285,5.64307311936571
"28",3,2016,105.713567446409,2016-03-01,12.2377162943622,0,0,7.77970127764937,0,70.8962504319003,0,70.8962504319003,12.2377162943622
"29",5,2016,450.714204497362,2016-05-01,53.3097350826903,0,0,50.5327844464842,0,255.46958084889,64.3592518494561,319.828832698346,53.3097350826903
"30",7,2016,413.755081661429,2016-07-01,13.1926873019337,0,0,37.1955366621501,0,172.864781644557,182.22697441956,355.091756064117,13.1926873019337
"31",9,2016,325.351905736225,2016-09-01,17.4523513994558,0,0,16.2833409664789,0,147.2215395296,105.352445152344,252.573984681944,17.4523513994558
"32",11,2016,267.518850149911,2016-11-01,21.3275159841427,0,0,23.0450614614715,0,118.657755758725,72.3862549275825,191.044010686308,21.3275159841427
"33",1,2017,36.5527163246218,2017-01-01,0,0,0,0.759595944382624,0,21.9030881768829,4.38632595895462,26.2894141358375,0
"34",3,2017,46.2327042145811,2017-03-01,2.58241591156945,0,0,7.74789290931902,0,24.5622981335124,0,24.5622981335124,2.58241591156945
"35",5,2017,137.908980577871,2017-05-01,10.6329327114029,0,0,10.2927728054869,0,41.0315253435825,52.9669196210873,93.9984449646698,10.6329327114029
"36",7,2017,484.775193915484,2017-07-01,18.3906195062481,0,0,48.7727317999999,0,259.08997819869,130.554064761576,389.644042960266,18.3906195062481
"37",9,2017,328.764159310927,2017-09-01,20.4510788224496,0,0,21.1290746521991,0,173.989802121737,106.991106369052,280.980908490789,20.4510788224496
"38",11,2017,126.322356418359,2017-11-01,10.1792167841029,0,0,0,0,78.656896038715,6.55015630941253,85.2070523481275,10.1792167841029
"39",1,2018,48.2047691681647,2018-01-01,0.744176590883006,0,0,2.25155506923349,0,25.9271298407823,0,25.9271298407823,0.744176590883006
"40",3,2018,35.5434360114589,2018-03-01,0.552758437905325,0,0,2.2754838743031,0,28.1581998391135,1.25062771953615,29.4088275586497,0.552758437905325
"41",5,2018,158.89968036945,2018-05-01,0,0,0,14.1386787305842,0,44.1864618775509,92.2113986892385,136.397860566789,0
"42",7,2018,299.90476181384,2018-07-01,42.2131150577653,0,0,7.57181905752106,0,41.5953970453904,147.319377221767,188.914774267158,42.2131150577653
"43",9,2018,7.88814824994017,2018-09-01,0,0,0,0.876460916660019,0,2.004650527086,0.624732222894057,2.62938274998006,0
